method,u,l,kappa,delta,k,seed,n,normal_gaps_json,paper_boundary,direct_threshold,threshold_to_boundary,assumption_4_2,detected_below_boundary,detected_above_boundary
knn,4.0,0.25,16.0,3.75,3,6,12,"[0.6558211306906409, 0.5575620313909588, 0.9541257364901637, 1.7139103220695506, 0.6879512674388413, 4.0, 0.25744709071313027, 1.820403087520406, 1.4355511211207765, 0.25]",7.75,1.525531963391183,0.1968428339859591,True,True,True
knn,4.0,0.25,16.0,3.75,5,6,12,"[0.6558211306906409, 0.5575620313909588, 0.9541257364901637, 1.7139103220695506, 0.6879512674388413, 4.0, 0.25744709071313027, 1.820403087520406, 1.4355511211207765, 0.25]",11.5,1.8100351032970527,0.15739435680843936,True,True,True
knn,4.0,0.25,16.0,3.75,7,6,12,"[0.6558211306906409, 0.5575620313909588, 0.9541257364901637, 1.7139103220695506, 0.6879512674388413, 4.0, 0.25744709071313027, 1.820403087520406, 1.4355511211207765, 0.25]",15.25,2.075435713711545,0.1360941451614128,True,True,True
iforest,4.0,0.25,16.0,3.75,0,7,12,"[0.33908531439297973, 1.372342986171439, 0.2986750906898854, 1.7748770635348654, 0.25, 0.4295795320358618, 0.924964444425764, 0.34268434351219085, 0.556950816146489, 4.0]",64.0,3.9377957504547165,0.061528058600854946,True,True,True
knn,4.0,0.25,16.0,3.75,1,7,12,"[0.33908531439297973, 1.372342986171439, 0.2986750906898854, 1.7748770635348654, 0.25, 0.4295795320358618, 0.924964444425764, 0.34268434351219085, 0.556950816146489, 4.0]",4.0,4.000000000000001,1.0000000000000002,True,False,True
knn,4.0,0.25,16.0,3.75,3,7,12,"[0.33908531439297973, 1.372342986171439, 0.2986750906898854, 1.7748770635348654, 0.25, 0.4295795320358618, 0.924964444425764, 0.34268434351219085, 0.556950816146489, 4.0]",7.75,3.802024120282591,0.49058375745581817,True,True,True
knn,4.0,0.25,16.0,3.75,5,7,12,"[0.33908531439297973, 1.372342986171439, 0.2986750906898854, 1.7748770635348654, 0.25, 0.4295795320358618, 0.924964444425764, 0.34268434351219085, 0.556950816146489, 4.0]",11.5,3.537953451001809,0.30764812617407034,True,True,True
knn,4.0,0.25,16.0,3.75,7,7,12,"[0.33908531439297973, 1.372342986171439, 0.2986750906898854, 1.7748770635348654, 0.25, 0.4295795320358618, 0.924964444425764, 0.34268434351219085, 0.556950816146489, 4.0]",15.25,3.4247803070243323,0.22457575783766115,True,True,True
iforest,4.0,0.125,32.0,3.875,0,0,12,"[0.2423600073778254, 0.37246261068420145, 3.6839644350929914, 0.36634496520999976, 4.0, 0.16003439548767007, 2.844298689632856, 0.5716400683644424, 0.125, 0.6201200048269577]",128.0,0.5583273765123741,0.0043619326290029225,True,True,True
knn,4.0,0.125,32.0,3.875,1,0,12,"[0.2423600073778254, 0.37246261068420145, 3.6839644350929914, 0.36634496520999976, 4.0, 0.16003439548767007, 2.844298689632856, 0.5716400683644424, 0.125, 0.6201200048269577]",4.0,0.6201200048269585,0.15503000120673963,True,True,True
knn,4.0,0.125,32.0,3.875,3,0,12,"[0.2423600073778254, 0.37246261068420145, 3.6839644350929914, 0.36634496520999976, 4.0, 0.16003439548767007, 2.844298689632856, 0.5716400683644424, 0.125, 0.6201200048269577]",7.875,2.519823913357713,0.31997763979145566,True,True,True
knn,4.0,0.125,32.0,3.875,5,0,12,"[0.2423600073778254, 0.37246261068420145, 3.6839644350929914, 0.36634496520999976, 4.0, 0.16003439548767007, 2.844298689632856, 0.5716400683644424, 0.125, 0.6201200048269577]",11.75,1.4356718150055932,0.12218483531962494,True,True,True
knn,4.0,0.125,32.0,3.875,7,0,12,"[0.2423600073778254, 0.37246261068420145, 3.6839644350929914, 0.36634496520999976, 4.0, 0.16003439548767007, 2.844298689632856, 0.5716400683644424, 0.125, 0.6201200048269577]",15.625,0.12304045094825103,0.007874588860688066,True,True,True
iforest,4.0,0.125,32.0,3.875,0,1,12,"[1.5115571029452248, 4.0, 0.2392139228996186, 3.149784167252492, 0.4612575336231869, 1.1234104921491321, 0.125, 0.31161024948423466, 3.965261186415191, 0.15198949362453573]",128.0,0.7036459076365493,0.005497233653410542,True,True,True
knn,4.0,0.125,32.0,3.875,1,1,12,"[1.5115571029452248, 4.0, 0.2392139228996186, 3.149784167252492, 0.4612575336231869, 1.1234104921491321, 0.125, 0.31161024948423466, 3.965261186415191, 0.15198949362453573]",4.0,1.511557102945225,0.37788927573630626,True,True,True
knn,4.0,0.125,32.0,3.875,3,1,12,"[1.5115571029452248, 4.0, 0.2392139228996186, 3.149784167252492, 0.4612575336231869, 1.1234104921491321, 0.125, 0.31161024948423466, 3.965261186415191, 0.15198949362453573]",7.875,0.5583289657659246,0.07089891628773645,True,True,True
knn,4.0,0.125,32.0,3.875,5,1,12,"[1.5115571029452248, 4.0, 0.2392139228996186, 3.149784167252492, 0.4612575336231869, 1.1234104921491321, 0.125, 0.31161024948423466, 3.965261186415191, 0.15198949362453573]",11.75,4.440892200864227e-16,3.7794827241397676e-17,True,True,True
knn,4.0,0.125,32.0,3.875,7,1,12,"[1.5115571029452248, 4.0, 0.2392139228996186, 3.149784167252492, 0.4612575336231869, 1.1234104921491321, 0.125, 0.31161024948423466, 3.965261186415191, 0.15198949362453573]",15.625,1.3322676443618907e-15,8.5265129239161e-17,True,True,True
iforest,4.0,0.125,32.0,3.875,0,2,12,"[1.0181407907894413, 0.4120846658254447, 0.22133051925202182, 4.0, 0.854334324746589, 1.9461189358871525, 0.1551881731935467, 0.125, 0.6435264799009458, 3.7009095653748525]",128.0,3.596932857460935,0.028101037948913554,True,True,True
knn,4.0,0.125,32.0,3.875,1,2,12,"[1.0181407907894413, 0.4120846658254447, 0.22133051925202182, 4.0, 0.854334324746589, 1.9461189358871525, 0.1551881731935467, 0.125, 0.6435264799009458, 3.7009095653748525]",4.0,3.7009095653748525,0.9252273913437131,True,False,True
knn,4.0,0.125,32.0,3.875,3,2,12,"[1.0181407907894413, 0.4120846658254447, 0.22133051925202182, 4.0, 0.854334324746589, 1.9461189358871525, 0.1551881731935467, 0.125, 0.6435264799009458, 3.7009095653748525]",7.875,3.355471802840707,0.42609165750358186,True,True,True
knn,4.0,0.125,32.0,3.875,5,2,12,"[1.0181407907894413, 0.4120846658254447, 0.22133051925202182, 4.0, 0.854334324746589, 1.9461189358871525, 0.1551881731935467, 0.125, 0.6435264799009458, 3.7009095653748525]",11.75,2.791734165922829,0.23759439709981525,True,True,True
knn,4.0,0.125,32.0,3.875,7,2,12,"[1.0181407907894413, 0.4120846658254447, 0.22133051925202182, 4.0, 0.854334324746589, 1.9461189358871525, 0.1551881731935467, 0.125, 0.6435264799009458, 3.7009095653748525]",15.625,2.5501323215294542,0.16320846857788507,True,True,True
iforest,4.0,0.125,32.0,3.875,0,3,12,"[0.21725057497340683, 1.99049806179579, 4.0, 1.1206113833809626, 0.125, 1.0378013795762067, 0.215120293963621, 0.30104336286843986, 0.12642933268646897, 1.3696219049041567]",128.0,1.0254558050462599,0.008011373476923905,True,True,True
knn,4.0,0.125,32.0,3.875,1,3,12,"[0.21725057497340683, 1.99049806179579, 4.0, 1.1206113833809626, 0.125, 1.0378013795762067, 0.215120293963621, 0.30104336286843986, 0.12642933268646897, 1.3696219049041567]",4.0,1.9904980617957904,0.4976245154489476,True,True,True
knn,4.0,0.125,32.0,3.875,3,3,12,"[0.21725057497340683, 1.99049806179579, 4.0, 1.1206113833809626, 0.125, 1.0378013795762067, 0.215120293963621, 0.30104336286843986, 0.12642933268646897, 1.3696219049041567]",7.875,1.9244158289407947,0.24437026399248185,True,True,True
knn,4.0,0.125,32.0,3.875,5,3,12,"[0.21725057497340683, 1.99049806179579, 4.0, 1.1206113833809626, 0.125, 1.0378013795762067, 0.215120293963621, 0.30104336286843986, 0.12642933268646897, 1.3696219049041567]",11.75,4.440892200864227e-16,3.7794827241397676e-17,True,True,True
knn,4.0,0.125,32.0,3.875,7,3,12,"[0.21725057497340683, 1.99049806179579, 4.0, 1.1206113833809626, 0.125, 1.0378013795762067, 0.215120293963621, 0.30104336286843986, 0.12642933268646897, 1.3696219049041567]",15.625,1.3322676443618907e-15,8.5265129239161e-17,True,True,True
iforest,4.0,0.125,32.0,3.875,0,4,12,"[0.8271880446496592, 2.8122221571460355, 0.2612091271138896, 1.7682298279772062, 4.0, 0.6867459016004852, 0.1371952164469826, 0.125, 0.22515745085388628, 0.7098973774978017]",128.0,0.563319734556319,0.004400935426221242,True,True,True
knn,4.0,0.125,32.0,3.875,1,4,12,"[0.8271880446496592, 2.8122221571460355, 0.2612091271138896, 1.7682298279772062, 4.0, 0.6867459016004852, 0.1371952164469826, 0.125, 0.22515745085388628, 0.7098973774978017]",4.0,1.7682298279772064,0.4420574569943016,True,True,True
knn,4.0,0.125,32.0,3.875,3,4,12,"[0.8271880446496592, 2.8122221571460355, 0.2612091271138896, 1.7682298279772062, 4.0, 0.6867459016004852, 0.1371952164469826, 0.125, 0.22515745085388628, 0.7098973774978017]",7.875,1.1103568455409831,0.14099769467187087,True,True,True
knn,4.0,0.125,32.0,3.875,5,4,12,"[0.8271880446496592, 2.8122221571460355, 0.2612091271138896, 1.7682298279772062, 4.0, 0.6867459016004852, 0.1371952164469826, 0.125, 0.22515745085388628, 0.7098973774978017]",11.75,0.6544578140949052,0.055698537369779165,True,True,True
knn,4.0,0.125,32.0,3.875,7,4,12,"[0.8271880446496592, 2.8122221571460355, 0.2612091271138896, 1.7682298279772062, 4.0, 0.6867459016004852, 0.1371952164469826, 0.125, 0.22515745085388628, 0.7098973774978017]",15.625,8.881784295745938e-16,5.6843419492774e-17,True,True,True
iforest,4.0,0.125,32.0,3.875,0,5,12,"[0.8939857766474583, 0.24924660403580945, 4.0, 1.1962145509012063, 0.83270698483319, 2.601083272955685, 0.932176747367291, 0.37503047995219746, 0.125, 3.033127487674382]",128.0,2.809067460313481,0.02194583953369907,True,True,True
knn,4.0,0.125,32.0,3.875,1,5,12,"[0.8939857766474583, 0.24924660403580945, 4.0, 1.1962145509012063, 0.83270698483319, 2.601083272955685, 0.932176747367291, 0.37503047995219746, 0.125, 3.033127487674382]",4.0,3.0331274876743817,0.7582818719185954,True,True,True
knn,4.0,0.125,32.0,3.875,3,5,12,"[0.8939857766474583, 0.24924660403580945, 4.0, 1.1962145509012063, 0.83270698483319, 2.601083272955685, 0.932176747367291, 0.37503047995219746, 0.125, 3.033127487674382]",7.875,2.562398261881539,0.32538390627067165,True,True,True
knn,4.0,0.125,32.0,3.875,5,5,12,"[0.8939857766474583, 0.24924660403580945, 4.0, 1.1962145509012063, 0.83270698483319, 2.601083272955685, 0.932176747367291, 0.37503047995219746, 0.125, 3.033127487674382]",11.75,1.5472536352640602,0.13168116044800512,True,True,True
knn,4.0,0.125,32.0,3.875,7,5,12,"[0.8939857766474583, 0.24924660403580945, 4.0, 1.1962145509012063, 0.83270698483319, 2.601083272955685, 0.932176747367291, 0.37503047995219746, 0.125, 3.033127487674382]",15.625,1.1121916524279991,0.07118026575539195,True,True,True
iforest,4.0,0.125,32.0,3.875,0,6,12,"[0.4173176558332597, 0.3406838071095524, 0.6667945100062733, 1.3866604219184646, 0.44302893945346644, 4.0, 0.12967163527277686, 1.4951833646367358, 1.1111132600863438, 0.125]",128.0,0.5366345455482208,0.004192457387095475,True,True,True
knn,4.0,0.125,32.0,3.875,1,6,12,"[0.4173176558332597, 0.3406838071095524, 0.6667945100062733, 1.3866604219184646, 0.44302893945346644, 4.0, 0.12967163527277686, 1.4951833646367358, 1.1111132600863438, 0.125]",4.0,1.1111132600863434,0.27777831502158584,True,True,True
knn,4.0,0.125,32.0,3.875,3,6,12,"[0.4173176558332597, 0.3406838071095524, 0.6667945100062733, 1.3866604219184646, 0.44302893945346644, 4.0, 0.12967163527277686, 1.4951833646367358, 1.1111132600863438, 0.125]",7.875,1.1979610178091773,0.1521220340075146,True,True,True
knn,4.0,0.125,32.0,3.875,5,6,12,"[0.4173176558332597, 0.3406838071095524, 0.6667945100062733, 1.3866604219184646, 0.44302893945346644, 4.0, 0.12967163527277686, 1.4951833646367358, 1.1111132600863438, 0.125]",11.75,1.680554983641686,0.14302595605461157,True,True,True
knn,4.0,0.125,32.0,3.875,7,6,12,"[0.4173176558332597, 0.3406838071095524, 0.6667945100062733, 1.3866604219184646, 0.44302893945346644, 4.0, 0.12967163527277686, 1.4951833646367358, 1.1111132600863438, 0.125]",15.625,1.9840655814833583,0.12698019721493492,True,True,True
iforest,4.0,0.125,32.0,3.875,0,7,12,"[0.1829663517501111, 1.0502999286334849, 0.15612906448761002, 1.4485895521934051, 0.125, 0.24591752420369503, 0.6414182324448786, 0.18539705485534103, 0.3402170370837585, 4.0]",128.0,3.958338407821818,0.030924518811107953,True,True,True
knn,4.0,0.125,32.0,3.875,1,7,12,"[0.1829663517501111, 1.0502999286334849, 0.15612906448761002, 1.4485895521934051, 0.125, 0.24591752420369503, 0.6414182324448786, 0.18539705485534103, 0.3402170370837585, 4.0]",4.0,4.000000000000001,1.0000000000000002,True,False,True
knn,4.0,0.125,32.0,3.875,3,7,12,"[0.1829663517501111, 1.0502999286334849, 0.15612906448761002, 1.4485895521934051, 0.125, 0.24591752420369503, 0.6414182324448786, 0.18539705485534103, 0.3402170370837585, 4.0]",7.875,3.8165328322963843,0.48463908981541387,True,True,True
knn,4.0,0.125,32.0,3.875,5,7,12,"[0.1829663517501111, 1.0502999286334849, 0.15612906448761002, 1.4485895521934051, 0.125, 0.24591752420369503, 0.6414182324448786, 0.18539705485534103, 0.3402170370837585, 4.0]",11.75,3.5604400855849976,0.30301617749659554,True,True,True
knn,4.0,0.125,32.0,3.875,7,7,12,"[0.1829663517501111, 1.0502999286334849, 0.15612906448761002, 1.4485895521934051, 0.125, 0.24591752420369503, 0.6414182324448786, 0.18539705485534103, 0.3402170370837585, 4.0]",15.625,3.450686051280117,0.2208439072819275,True,True,True
